id,organisation_name,organisation_code,indicator_total_weighted_points,indicator_id,indicator_name,indicator_category_name,indicator_subcategory_name,indicator_category_subcategory,indicator_order,indicator_weight,iati_manual,publication_format,publication_format_points,total_points,iati_data_quality_passed,iati_data_quality_points,iati_data_quality_frequency,iati_data_quality_frequency_value,iati_data_quality_frequency_multiplier,iati_data_quality_total_points,survey_publication_status,survey_publication_status_value,survey_ordinal_value,survey_publication_format,survey_publication_format_value,survey_total_points 
46015-collaboration-type,EBRD,46015,1.767,collaboration-type,Collaboration Type,activity,classifications,activity-classifications,20,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46015-flow-type,EBRD,46015,1.767,flow-type,Flow Type,activity,classifications,activity-classifications,21,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46015-aid-type,EBRD,46015,1.767,aid-type,Aid Type,activity,classifications,activity-classifications,22,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46015-finance-type,EBRD,46015,1.767,finance-type,Finance Type,activity,classifications,activity-classifications,23,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46015-sector,EBRD,46015,1.767,sector,Sector,activity,classifications,activity-classifications,24,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46015-tied-aid-status,EBRD,46015,1.767,tied-aid-status,Tied Aid Status,activity,classifications,activity-classifications,26,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46015-tenders,EBRD,46015,1.085,tenders,Tenders,activity,related-documents,activity-related-documents,32,0.0217,manual,document,50,50,0,0,quarterly,0.9,1,0,always,1,,document,50,50
46015-cost-overall,EBRD,46015,1.083225,cost-overall,Budget,activity,financial,activity-financial,33,0.0325,manual,website,33.33,33.33,0,0,quarterly,0.9,1,0,always,1,,website,33.33,33.33
46015-budget-identifier,EBRD,46015,0,budget-identifier,Budget Identifier,activity,financial,activity-financial,36,0.0325,manual,,0,0,0,0,quarterly,0.9,1,0,not published,0,,,0,0
46015-results,EBRD,46015,0,results,Results,activity,performance,activity-performance,37,0.0433,manual,pdf,0,0,0,0,quarterly,0.9,1,0,sometimes,0,,pdf,16.665,0
46015-allocation,EBRD,46015,1.25,allocation,Allocation policy,organisation,planning,organisation-planning,6,0.025,manual,document,50,50,0,0,quarterly,0.9,1,0,always,1,,document,50,50
46015-conditions,EBRD,46015,0,conditions,Conditions,activity,performance,activity-performance,39,0.0433,manual,document,0,0,0,0,quarterly,0.9,1,0,not published,0,,document,50,0
46015-country-strategy,EBRD,46015,1.25,country-strategy,Country strategy,organisation,Planning,organisation-Planning,8,0.025,manual,document,50,50,0,0,quarterly,0.9,1,0,always,1,,document,50,50
46015-total-budget,EBRD,46015,0,total-budget,Total budget,organisation,Financial,organisation-Financial,9,0.0417,manual,not-published,0,0,0,0,quarterly,0.9,1,0,,0,0,not-published,50,0
46015-disaggregated-budgets,EBRD,46015,0,disaggregated-budgets,Disaggregated budgets,organisation,Financial,organisation-Financial,10,0.0417,manual,not-published,0,0,0,0,quarterly,0.9,1,0,,0,0,not-published,50,0
46015-impact-appraisals,EBRD,46015,0,impact-appraisals,Impact Appraisals,activity,performance,activity-performance,38,0.0433,manual,document,0,0,0,0,quarterly,0.9,1,0,sometimes,0,,document,50,0
46015-location,EBRD,46015,0,location,Sub-national location,activity,classifications,activity-classifications,25,0.0186,manual,website,0,0,0,0,quarterly,0.9,1,0,sometimes,0,,website,33.33,0
46015-mou,EBRD,46015,0,mou,MoU,activity,related-documents,activity-related-documents,27,0.0217,manual,document,0,0,0,0,quarterly,0.9,1,0,not published,0,,document,50,0
46015-evaluations,EBRD,46015,0,evaluations,Evaluations,activity,related-documents,activity-related-documents,28,0.0217,manual,document,0,0,0,0,quarterly,0.9,1,0,sometimes,0,,document,50,0
46015-objectives,EBRD,46015,1.085,objectives,Objectives,activity,related-documents,activity-related-documents,29,0.0217,manual,document,50,50,0,0,quarterly,0.9,1,0,always,1,,document,50,50
46015-budget,EBRD,46015,0,budget,Budget Docs,activity,related-documents,activity-related-documents,30,0.0217,manual,document,0,0,0,0,quarterly,0.9,1,0,not published,0,,document,50,0
46015-contracts,EBRD,46015,0,contracts,Contracts,activity,related-documents,activity-related-documents,31,0.0217,manual,document,0,0,0,0,quarterly,0.9,1,0,sometimes,0,,document,50,0
46015-foia,EBRD,46015,1.109889,foia,FOIA,commitment,,commitment-,1,0.0333,manual,not-applicable,33.33,33.33,0,0,quarterly,0.9,1,0,,0,33.33,,0,33.33
46015-implementation-schedules,EBRD,46015,1.2987,implementation-schedules,Implementation schedules,commitment,,commitment-,2,0.0333,manual,not-applicable,39,39,0,0,quarterly,0.9,1,0,,0,39,,0,39
46015-accessibility,EBRD,46015,1.109889,accessibility,Accessibility,commitment,,commitment-,3,0.0333,manual,not-applicable,33.33,33.33,0,0,quarterly,0.9,1,0,,0,33.33,,0,33.33
46012-strategy,IADB,46012,2.5,strategy,Organisation strategy,organisation,planning,organisation-planning,4,0.025,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
46012-annual-report,IADB,46012,2.5,annual-report,Annual report,organisation,planning,organisation-planning,5,0.025,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
46012-allocation,IADB,46012,2.5,allocation,Allocation policy,organisation,planning,organisation-planning,6,0.025,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
46012-procurement-policy,IADB,46012,2.5,procurement-policy,Procurement policy,organisation,planning,organisation-planning,7,0.025,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
46012-country-strategy,IADB,46012,2.5,country-strategy,Country strategy,organisation,Planning,organisation-Planning,8,0.025,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
46012-total-budget,IADB,46012,3.475,total-budget,Total budget,organisation,Financial,organisation-Financial,9,0.0417,iati,iati,50,83.33333333,66.66666667,33.33333333,quarterly,0.9,1,33.33333333,,,,,,0
46012-disaggregated-budgets,IADB,46012,4.17,disaggregated-budgets,Disaggregated budgets,organisation,Financial,organisation-Financial,10,0.0417,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
46012-audit,IADB,46012,4.17,audit,Audit,organisation,financial,organisation-financial,11,0.0417,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
46012-implementer,IADB,46012,1.5485,implementer,Implementer,activity,basic,activity-basic,12,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46012-unique-id,IADB,46012,1.5485,unique-id,Unique ID,activity,basic,activity-basic,13,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46012-title,IADB,46012,1.5485,title,Title,activity,basic,activity-basic,14,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46012-description,IADB,46012,1.546742412,description,Description,activity,basic,activity-basic,15,0.0163,iati,iati,50,94.89217252,99.76038339,49.88019169,quarterly,0.9,0.9,44.89217252,,,,,,0
46012-dates-planned,IADB,46012,1.18175,dates-planned,Planned dates,activity,basic,activity-basic,16,0.0163,iati,iati,50,72.5,50,25,quarterly,0.9,0.9,22.5,,,,,,0
46012-dates-actual,IADB,46012,1.516854045,dates-actual,Actual dates,activity,basic,activity-basic,17,0.0163,iati,iati,50,93.05853035,95.685623,47.8428115,quarterly,0.9,0.9,43.05853035,,,,,,0
46012-current-status,IADB,46012,1.5485,current-status,Current Status,activity,basic,activity-basic,18,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46012-contact-details,IADB,46012,1.5485,contact-details,Contact details,activity,basic,activity-basic,19,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46012-collaboration-type,IADB,46012,1.767,collaboration-type,Collaboration Type,activity,classifications,activity-classifications,20,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46012-flow-type,IADB,46012,1.750286741,flow-type,Flow Type,activity,classifications,activity-classifications,21,0.0186,iati,iati,50,94.1014377,98.00319489,49.00159744,quarterly,0.9,0.9,44.1014377,,,,,,0
46012-aid-type,IADB,46012,1.767,aid-type,Aid Type,activity,classifications,activity-classifications,22,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46012-finance-type,IADB,46012,1.767,finance-type,Finance Type,activity,classifications,activity-classifications,23,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46012-sector,IADB,46012,1.767,sector,Sector,activity,classifications,activity-classifications,24,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46012-location,IADB,46012,1.344488818,location,Sub-national location,activity,classifications,activity-classifications,25,0.0186,iati,iati,50,72.28434505,49.52076677,24.76038339,quarterly,0.9,0.9,22.28434505,,,,,,0
46012-tied-aid-status,IADB,46012,1.767,tied-aid-status,Tied Aid Status,activity,classifications,activity-classifications,26,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46012-mou,IADB,46012,1.691802716,mou,MoU,activity,related-documents,activity-related-documents,27,0.0217,iati,iati,50,77.96325879,62.14057508,31.07028754,quarterly,0.9,0.9,27.96325879,,,,,,0
46012-evaluations,IADB,46012,1.920884,evaluations,Evaluations,activity,related-documents,activity-related-documents,28,0.0217,iati,iati,50,88.52,85.6,42.8,quarterly,0.9,0.9,38.52,,,,,,0
46012-objectives,IADB,46012,2.049020767,objectives,Objectives,activity,related-documents,activity-related-documents,29,0.0217,iati,iati,50,94.42492013,98.72204473,49.36102236,quarterly,0.9,0.9,44.42492013,,,,,,0
46012-budget,IADB,46012,2.059940096,budget,Budget Docs,activity,related-documents,activity-related-documents,30,0.0217,iati,iati,50,94.92811502,99.84025559,49.9201278,quarterly,0.9,0.9,44.92811502,,,,,,0
46012-contracts,IADB,46012,2.04278115,contracts,Contracts,activity,related-documents,activity-related-documents,31,0.0217,iati,iati,50,94.13738019,98.08306709,49.04153355,quarterly,0.9,0.9,44.13738019,,,,,,0
46012-tenders,IADB,46012,1.347063898,tenders,Tenders,activity,related-documents,activity-related-documents,32,0.0217,iati,iati,50,62.07667732,26.8370607,13.41853035,quarterly,0.9,0.9,12.07667732,,,,,,0
46012-cost-overall,IADB,46012,1.886028481,cost-overall,Budget,activity,financial,activity-financial,33,0.0325,iati,iati,50,58.03164557,17.84810127,8.924050633,quarterly,0.9,0.9,8.03164557,,,,,,0
46012-expenditure-planned,IADB,46012,3.085163738,expenditure-planned,Commitments,activity,financial,activity-financial,34,0.0325,iati,iati,50,94.92811502,99.84025559,49.9201278,quarterly,0.9,0.9,44.92811502,,,,,,0
46012-expenditure-actual,IADB,46012,2.984704473,expenditure-actual,Disbursements and expenditure,activity,financial,activity-financial,35,0.0325,iati,iati,50,91.8370607,92.97124601,46.485623,quarterly,0.9,0.9,41.8370607,,,,,,0
46012-results,IADB,46012,3.553228435,results,Results,activity,performance,activity-performance,37,0.0433,iati,iati,50,82.06070288,71.24600639,35.62300319,quarterly,0.9,0.9,32.06070288,,,,,,0
46012-impact-appraisals,IADB,46012,4.11038738,impact-appraisals,Impact Appraisals,activity,performance,activity-performance,38,0.0433,iati,iati,50,94.92811502,99.84025559,49.9201278,quarterly,0.9,0.9,44.92811502,,,,,,0
46012-conditions,IADB,46012,4.093267971,conditions,Conditions,activity,performance,activity-performance,39,0.0433,iati,iati,50,94.5327476,98.96166134,49.48083067,quarterly,0.9,0.9,44.5327476,,,,,,0
46012-budget-identifier,IADB,46012,0,budget-identifier,Budget Identifier,activity,financial,activity-financial,36,0.0325,manual,,0,0,0,0,quarterly,0.9,1,0,not published,0,,,0,0
46012-foia,IADB,46012,2.219778,foia,FOIA,commitment,,commitment-,1,0.0333,manual,not-applicable,66.66,66.66,0,0,quarterly,0.9,1,0,,0,66.66,,0,66.66
46012-implementation-schedules,IADB,46012,3.2301,implementation-schedules,Implementation schedules,commitment,,commitment-,2,0.0333,manual,not-applicable,97,97,0,0,quarterly,0.9,1,0,,0,97,,0,97
46012-accessibility,IADB,46012,1.109889,accessibility,Accessibility,commitment,,commitment-,3,0.0333,manual,not-applicable,33.33,33.33,0,0,quarterly,0.9,1,0,,0,33.33,,0,33.33
NO-4-cost-overall,"Norway, MFA",NO-4,1.833343496,cost-overall,Budget,activity,financial,activity-financial,33,0.0325,iati,iati,50,56.41056911,25.64227642,12.82113821,less than quarterly,0.5,0.5,6.410569106,,,,,,0
NO-4-expenditure-planned,"Norway, MFA",NO-4,2.4375,expenditure-planned,Commitments,activity,financial,activity-financial,34,0.0325,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
NO-4-expenditure-actual,"Norway, MFA",NO-4,2.4375,expenditure-actual,Disbursements and expenditure,activity,financial,activity-financial,35,0.0325,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
NO-4-implementer,"Norway, MFA",NO-4,1.2225,implementer,Implementer,activity,basic,activity-basic,12,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
NO-4-unique-id,"Norway, MFA",NO-4,1.2225,unique-id,Unique ID,activity,basic,activity-basic,13,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
NO-4-title,"Norway, MFA",NO-4,1.220909756,title,Title,activity,basic,activity-basic,14,0.0163,iati,iati,50,74.90243902,99.6097561,49.80487805,less than quarterly,0.5,0.5,24.90243902,,,,,,0
NO-4-description,"Norway, MFA",NO-4,1.211036992,description,Description,activity,basic,activity-basic,15,0.0163,iati,iati,50,74.29674797,97.18699187,48.59349594,less than quarterly,0.5,0.5,24.29674797,,,,,,0
NO-4-dates-actual,"Norway, MFA",NO-4,1.01875,dates-actual,Actual dates,activity,basic,activity-basic,17,0.0163,iati,iati,50,62.5,50,25,less than quarterly,0.5,0.5,12.5,,,,,,0
NO-4-current-status,"Norway, MFA",NO-4,1.2225,current-status,Current Status,activity,basic,activity-basic,18,0.0163,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
NO-4-collaboration-type,"Norway, MFA",NO-4,1.395,collaboration-type,Collaboration Type,activity,classifications,activity-classifications,20,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
NO-4-flow-type,"Norway, MFA",NO-4,1.395,flow-type,Flow Type,activity,classifications,activity-classifications,21,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
NO-4-aid-type,"Norway, MFA",NO-4,1.395,aid-type,Aid Type,activity,classifications,activity-classifications,22,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
NO-4-finance-type,"Norway, MFA",NO-4,1.395,finance-type,Finance Type,activity,classifications,activity-classifications,23,0.0186,iati,iati,50,75,100,50,less than quarterly,0.5,0.5,25,,,,,,0
NO-4-sector,"Norway, MFA",NO-4,1.38864878,sector,Sector,activity,classifications,activity-classifications,24,0.0186,iati,iati,50,74.65853659,98.63414634,49.31707317,less than quarterly,0.5,0.5,24.65853659,,,,,,0
NO-4-tied-aid-status,"Norway, MFA",NO-4,1.388346341,tied-aid-status,Tied Aid Status,activity,classifications,activity-classifications,26,0.0186,iati,iati,50,74.64227642,98.56910569,49.28455285,less than quarterly,0.5,0.5,24.64227642,,,,,,0
NO-4-tenders,"Norway, MFA",NO-4,1.085,tenders,Tenders,activity,related-documents,activity-related-documents,32,0.0217,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
NO-4-strategy,"Norway, MFA",NO-4,1.25,strategy,Organisation strategy,organisation,planning,organisation-planning,4,0.025,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
NO-4-annual-report,"Norway, MFA",NO-4,1.25,annual-report,Annual report,organisation,planning,organisation-planning,5,0.025,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
NO-4-allocation,"Norway, MFA",NO-4,1.25,allocation,Allocation policy,organisation,planning,organisation-planning,6,0.025,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
NO-4-procurement-policy,"Norway, MFA",NO-4,1.25,procurement-policy,Procurement policy,organisation,planning,organisation-planning,7,0.025,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
NO-4-country-strategy,"Norway, MFA",NO-4,1.25,country-strategy,Country strategy,organisation,planning,organisation-planning,8,0.025,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
NO-4-total-budget,"Norway, MFA",NO-4,0.463287,total-budget,Total budget,organisation,financial,organisation-financial,9,0.0417,manual,website,11.11,11.11,0,0,less than quarterly,0.5,1,0,,0,1,website,33.33,11.11
NO-4-disaggregated-budgets,"Norway, MFA",NO-4,0.463287,disaggregated-budgets,Disaggregated budgets,organisation,financial,organisation-financial,10,0.0417,manual,website,11.11,11.11,0,0,less than quarterly,0.5,1,0,,0,1,website,33.33,11.11
NO-4-audit,"Norway, MFA",NO-4,2.085,audit,Audit,organisation,financial,organisation-financial,11,0.0417,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
NO-4-budget-identifier,"Norway, MFA",NO-4,0,budget-identifier,Budget Identifier,activity,financial,activity-financial,36,0.0325,manual,,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,,0,0
NO-4-impact-appraisals,"Norway, MFA",NO-4,0,impact-appraisals,Impact Appraisals,activity,performance,activity-performance,38,0.0433,manual,document,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,document,50,0
NO-4-dates-planned,"Norway, MFA",NO-4,0,dates-planned,Planned dates,activity,basic,activity-basic,16,0.0163,manual,website,0,0,0,0,less than quarterly,0.5,1,0,sometimes,0,,website,33.33,0
NO-4-results,"Norway, MFA",NO-4,0,results,Results,activity,performance,activity-performance,37,0.0433,manual,pdf,0,0,0,0,less than quarterly,0.5,1,0,sometimes,0,,pdf,16.665,0
NO-4-contact-details,"Norway, MFA",NO-4,0.543279,contact-details,Contact details,activity,basic,activity-basic,19,0.0163,manual,website,33.33,33.33,0,0,less than quarterly,0.5,1,0,always,1,,website,33.33,33.33
NO-4-conditions,"Norway, MFA",NO-4,0,conditions,Conditions,activity,performance,activity-performance,39,0.0433,manual,document,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,document,50,0
NO-4-location,"Norway, MFA",NO-4,0,location,Sub-national location,activity,classifications,activity-classifications,25,0.0186,manual,website,0,0,0,0,less than quarterly,0.5,1,0,sometimes,0,,website,33.33,0
NO-4-mou,"Norway, MFA",NO-4,0,mou,MoU,activity,related-documents,activity-related-documents,27,0.0217,manual,document,0,0,0,0,less than quarterly,0.5,1,0,sometimes,0,,document,50,0
NO-4-evaluations,"Norway, MFA",NO-4,1.085,evaluations,Evaluations,activity,related-documents,activity-related-documents,28,0.0217,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
NO-4-objectives,"Norway, MFA",NO-4,1.085,objectives,Objectives,activity,related-documents,activity-related-documents,29,0.0217,manual,document,50,50,0,0,less than quarterly,0.5,1,0,always,1,,document,50,50
NO-4-budget,"Norway, MFA",NO-4,0,budget,Budget Docs,activity,related-documents,activity-related-documents,30,0.0217,manual,document,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,document,50,0
NO-4-contracts,"Norway, MFA",NO-4,0,contracts,Contracts,activity,related-documents,activity-related-documents,31,0.0217,manual,document,0,0,0,0,less than quarterly,0.5,1,0,not published,0,,document,50,0
NO-4-foia,"Norway, MFA",NO-4,2.219778,foia,FOIA,commitment,,commitment-,1,0.0333,manual,not-applicable,66.66,66.66,0,0,less than quarterly,0.5,1,0,,0,66.66,,0,66.66
