question_id,question_name,organisation_id,organisation_short,agency_short,result,result_evidence,result_comments
30,Objectives,27,UK,DFID,3,http://projects.dfid.gov.uk/iati/Country/IN,
31,Beneficiaries,27,UK,DFID,3,http://projects.dfid.gov.uk/iati/Country/IN,
32,Conditions,27,UK,DFID,3,http://projects.dfid.gov.uk/project.aspx?Project=114487,
33,Budget docs,27,UK,DFID,4,http://projects.dfid.gov.uk/project.aspx?Project=114487,
34,Tender docs,27,UK,DFID,4,http://contractsfinder.businesslink.gov.uk,
35,Contract docs,27,UK,DFID,4,http://contractsfinder.businesslink.gov.uk,
36,MoU / agreement,27,UK,DFID,2,,
37,Project design docs,27,UK,DFID,3,http://projects.dfid.gov.uk/iati/Country/IN,
1,FOIA,28,US,USAID,1,,
2,IATI,28,US,USAID,0.5,,
3,Allocation policy,28,US,USAID,4,http://www.usaid.gov/policy/coordination/stratplan_fy07-12.pdf,Since data collection a 'USAID 2011-2015 Policy Framework' document has been published
4,Procurement policy,28,US,USAID,4,http://www.usaid.gov/business/regulations/,
5,Organisation budget,28,US,USAID,1,http://www.usaid.gov/performance/budget-spending/,
6,Forward budget,28,US,USAID,1,http://www.usaid.gov/performance/budget-spending/,
7,Audit,28,US,USAID,4,http://www.usaid.gov/oig/afghanistan_information_reports-mgmt_memos.html,
8,Country strategy,28,US,USAID,3,http://www.usaid.gov/locations/asia/documents/countries/afghanistan/ramp/Afghanistan_2005-2010_Strategy.pdf,Out of date (2005-2010).
9,Country forward budget,28,US,USAID,1,,
10,Evaluation,28,US,USAID,3,http://pdf.usaid.gov/pdf_docs/PDACS232.pdf ,
11,Results,28,US,USAID,3,http://pdf.usaid.gov/pdf_docs/PDACS232.pdf ,
12,Project Implementer,28,US,USAID,3,http://afghanistan.usaid.gov/en/projects,
13,Collaboration type,28,US,USAID,3,http://afghanistan.usaid.gov/en/projects*****http://afghanistan.usaid.gov/en/USAID/Activity/220/Diesel_Thermal_Power_Plants_Operations_and_Maintenance,
14,Flow type: ODA / OOF,28,US,USAID,2,,
15,Project / budget support,28,US,USAID,3,http://afghanistan.usaid.gov/en/USAID/Activity/220/Diesel_Thermal_Power_Plants_Operations_and_Maintenance,
16,Grant / loan,28,US,USAID,2,,
17,Unique ID,28,US,USAID,2,,
18,Project Title,28,US,USAID,4,http://afghanistan.usaid.gov/en/projects*****http://afghanistan.usaid.gov/en/USAID/Activity/220/Diesel_Thermal_Power_Plants_Operations_and_Maintenance,
19,Description,28,US,USAID,4,http://afghanistan.usaid.gov/en/USAID/Activity/220/Diesel_Thermal_Power_Plants_Operations_and_Maintenance,
20,Sectors,28,US,USAID,4,http://afghanistan.usaid.gov/en/USAID/Activity/220/Diesel_Thermal_Power_Plants_Operations_and_Maintenance,
21,Planned dates,28,US,USAID,4,http://afghanistan.usaid.gov/en/USAID/Activity/220/Diesel_Thermal_Power_Plants_Operations_and_Maintenance,
22,Actual dates,28,US,USAID,2,,
23,Tied aid status,28,US,USAID,2,,
24,Overall cost,28,US,USAID,2,,
25,Transactions,28,US,USAID,2,,
26,Current status,28,US,USAID,3,http://afghanistan.usaid.gov/en/USAID/Activity/220/Diesel_Thermal_Power_Plants_Operations_and_Maintenance,
27,Contact details,28,US,USAID,3,http://afghanistan.usaid.gov/en/USAID/Activity/220/Diesel_Thermal_Power_Plants_Operations_and_Maintenance,
28,Project website,28,US,USAID,3,http://afghanistan.usaid.gov/en/USAID/Activity/220/Diesel_Thermal_Power_Plants_Operations_and_Maintenance,
29,Impact appraisal,28,US,USAID,3,http://afghanistan.usaid.gov/en/USAID/Activity/220/Diesel_Thermal_Power_Plants_Operations_and_Maintenance,
30,Objectives,28,US,USAID,3,http://afghanistan.usaid.gov/en/USAID/Activity/220/Diesel_Thermal_Power_Plants_Operations_and_Maintenance,
31,Beneficiaries,28,US,USAID,3,http://afghanistan.usaid.gov/en/USAID/Activity/220/Diesel_Thermal_Power_Plants_Operations_and_Maintenance,
32,Conditions,28,US,USAID,2,,
33,Budget docs,28,US,USAID,2,,
34,Tender docs,28,US,USAID,4,https://www.fbo.gov/ ,
35,Contract docs,28,US,USAID,2,,
36,MoU / agreement,28,US,USAID,2,,
37,Project design docs,28,US,USAID,2,,
1,FOIA,29,US,PEPFAR,1,,
2,IATI,29,US,PEPFAR,0.5,,
3,Allocation policy,29,US,PEPFAR,3,http://www.pepfar.gov/strategy/document/133251.htm,
4,Procurement policy,29,US,PEPFAR,4,http://www.usaid.gov/business/regulations/ ,
5,Organisation budget,29,US,PEPFAR,1,,
6,Forward budget,29,US,PEPFAR,1,,
7,Audit,29,US,PEPFAR,4,"http://www.gao.gov/search?search_type=Solr&o=0&facets=&q=pepfar*****http://oig.state.gov/lbry/index.htm*****http://www.usaid.gov/oig/public/reports/HIV-AIDS_reports_fy11.html 
",
8,Country strategy,29,US,PEPFAR,4,http://www.pepfar.gov/frameworks/southafrica/index.htm,
9,Country forward budget,29,US,PEPFAR,1,,
10,Evaluation,29,US,PEPFAR,2,,
11,Results,29,US,PEPFAR,2,,
12,Project Implementer,29,US,PEPFAR,4,http://www.pepfar.gov/documents/organization/145733.pdf*****http://southafrica.usembassy.gov/pepfar.html,
13,Collaboration type,29,US,PEPFAR,4,http://www.pepfar.gov/countries/cop/ ,
14,Flow type: ODA / OOF,29,US,PEPFAR,4,http://www.pepfar.gov/about/138339.htm,
15,Project / budget support,29,US,PEPFAR,4,http://www.pepfar.gov/about/138339.htm,
16,Grant / loan,29,US,PEPFAR,4,http://www.pepfar.gov/about/138339.htm,
17,Unique ID,29,US,PEPFAR,3,http://www.pepfar.gov/documents/organization/145733.pdf,
18,Project Title,29,US,PEPFAR,4,http://www.pepfar.gov/documents/organization/145733.pdf*****http://southafrica.usembassy.gov/pepfar.html,
19,Description,29,US,PEPFAR,3,http://www.pepfar.gov/documents/organization/145733.pdf,
20,Sectors,29,US,PEPFAR,3,http://www.pepfar.gov/documents/organization/145733.pdf,
21,Planned dates,29,US,PEPFAR,2,,
22,Actual dates,29,US,PEPFAR,2,,
23,Tied aid status,29,US,PEPFAR,4,http://www.pepfar.gov/about/138339.htm,
24,Overall cost,29,US,PEPFAR,3,http://www.pepfar.gov/documents/organization/145733.pdf,
25,Transactions,29,US,PEPFAR,2,,
26,Current status,29,US,PEPFAR,2,,
27,Contact details,29,US,PEPFAR,4,http://southafrica.usembassy.gov/pepfar.html,
28,Project website,29,US,PEPFAR,2,http://www.pepfar.gov/documents/organization/145733.pdf,
29,Impact appraisal,29,US,PEPFAR,2,http://www.pepfar.gov/documents/organization/145733.pdf,
30,Objectives,29,US,PEPFAR,3,http://www.pepfar.gov/documents/organization/145733.pdf,
31,Beneficiaries,29,US,PEPFAR,3,http://www.pepfar.gov/documents/organization/145733.pdf,
32,Conditions,29,US,PEPFAR,2,,
33,Budget docs,29,US,PEPFAR,3,http://www.pepfar.gov/documents/organization/145733.pdf,
34,Tender docs,29,US,PEPFAR,4,http://www.grants.gov/,
35,Contract docs,29,US,PEPFAR,2,http://www.pepfar.gov/documents/organization/145733.pdf,
36,MoU / agreement,29,US,PEPFAR,2,,
37,Project design docs,29,US,PEPFAR,2,,
1,FOIA,30,US,MCC,1,,
2,IATI,30,US,MCC,0.5,,
3,Allocation policy,30,US,MCC,4,http://www.mcc.gov/documents/reports/reference-2010001040503-fy11guidetotheindicators.pdf,
4,Procurement policy,30,US,MCC,4,http://www.mcc.gov/documents/guidance/mcc-guidelines-programprocurement.pdf,
5,Organisation budget,30,US,MCC,1,,
6,Forward budget,30,US,MCC,1,,"Each country has a overall total amount detailed, but no overall organisational budget is provided."
7,Audit,30,US,MCC,4,www.usaid.gov/oig/public/mcc/m-000-11-003-p.pdf,
8,Country strategy,30,US,MCC,4,http://www.mcc.gov/documents/agreements/compact-tanzania.pdf,
9,Country forward budget,30,US,MCC,4,http://www.mcc.gov/documents/agreements/compact-tanzania.pdf,
10,Evaluation,30,US,MCC,3,http://www.mcc.gov/pages/countries/evaluation/tanzania-compact*****http://www.mcc.gov/pages/countries/impact/impact-evaluation-for-tanzanias-electricity-distribution-systems-rehabilita,
11,Results,30,US,MCC,4,http://www.mcc.gov/pages/countries/evaluation/tanzania-compact*****http://www.mcc.gov/pages/countries/evaluation/tanzania-compact*****http://www.mcc.gov/documents/reports/plan-me-tanzania.pdf*****http://www.mcc.gov/documents/data/table-commonplus-tanzania.xls,
12,Project Implementer,30,US,MCC,2,,
13,Collaboration type,30,US,MCC,2,,
14,Flow type: ODA / OOF,30,US,MCC,2,,
15,Project / budget support,30,US,MCC,4,http://www.mcc.gov/documents/agreements/compact-tanzania.pdf*****http://www.mcc.gov/pages/activities,
16,Grant / loan,30,US,MCC,4,http://www.mcc.gov/documents/agreements/compact-tanzania.pdf,
17,Unique ID,30,US,MCC,2,,
18,Project Title,30,US,MCC,4,http://www.mcc.gov/documents/agreements/compact-tanzania.pdf*****http://www.mcc.gov/pages/countries/evaluation/tanzania-compact*****http://www.mcc.gov/documents/reports/plan-me-tanzania.pdf,
19,Description,30,US,MCC,4,http://www.mcc.gov/documents/agreements/compact-tanzania.pdf*****http://www.mcc.gov/documents/reports/plan-me-tanzania.pdf,
20,Sectors,30,US,MCC,4,"
http://www.mcc.gov/documents/agreements/compact-tanzania.pdf*****http://www.mcc.gov/pages/countries/evaluation/tanzania-compact*****http://www.mcc.gov/documents/reports/plan-me-tanzania.pdf",
21,Planned dates,30,US,MCC,4,http://www.mcc.gov/documents/agreements/compact-tanzania.pdf,
22,Actual dates,30,US,MCC,2,,
23,Tied aid status,30,US,MCC,2,http://www.mcc.gov/documents/agreements/compact-tanzania.pdf,
24,Overall cost,30,US,MCC,4,http://www.mcc.gov/documents/agreements/compact-tanzania.pdf,
25,Transactions,30,US,MCC,2,,
26,Current status,30,US,MCC,4,http://www.mcc.gov/documents/reports/qsr-2010002032403-tanzania.pdf,
27,Contact details,30,US,MCC,4,http://www.mcc.gov/documents/agreements/compact-tanzania.pdf,
28,Project website,30,US,MCC,2,,
29,Impact appraisal,30,US,MCC,3,http://www.mcc.gov/pages/countries/err/tanzania-compact,
30,Objectives,30,US,MCC,4,http://www.mcc.gov/documents/reports/plan-me-tanzania.pdf,
31,Beneficiaries,30,US,MCC,4,http://www.mcc.gov/documents/reports/plan-me-tanzania.pdf,
32,Conditions,30,US,MCC,4,http://www.mcc.gov/documents/agreements/compact-tanzania.pdf,
33,Budget docs,30,US,MCC,2,,
34,Tender docs,30,US,MCC,4,https://www.fbo.gov/ ,
35,Contract docs,30,US,MCC,2,,
36,MoU / agreement,30,US,MCC,4,http://www.mcc.gov/pages/business,
37,Project design docs,30,US,MCC,3,http://www.mcc.gov/pages/countries/err/tanzania-compact,
1,FOIA,31,US,DoD,1,,
2,IATI,31,US,DoD,0.5,,
3,Allocation policy,31,US,DoD,2,,
4,Procurement policy,31,US,DoD,3,http://www.acq.osd.mil/osbp/doing_business/index.htm ,
5,Organisation budget,31,US,DoD,1,,
6,Forward budget,31,US,DoD,1,,
7,Audit,31,US,DoD,4,http://www.sigar.mil/auditreports.asp,
8,Country strategy,31,US,DoD,2,,
9,Country forward budget,31,US,DoD,1,,
10,Evaluation,31,US,DoD,2,,
11,Results,31,US,DoD,2,,
12,Project Implementer,31,US,DoD,2,,
13,Collaboration type,31,US,DoD,2,,
14,Flow type: ODA / OOF,31,US,DoD,2,,
15,Project / budget support,31,US,DoD,2,,
16,Grant / loan,31,US,DoD,2,,
17,Unique ID,31,US,DoD,2,,
18,Project Title,31,US,DoD,4,http://www.sigar.mil/pdf/quarterlyreports/Jul2011/LoresPDF/07Q2011SIGAR_lores.pdf ,Only at program level.
19,Description,31,US,DoD,2,,
20,Sectors,31,US,DoD,2,,
21,Planned dates,31,US,DoD,2,,
22,Actual dates,31,US,DoD,2,,
23,Tied aid status,31,US,DoD,2,,
24,Overall cost,31,US,DoD,4,http://www.sigar.mil/pdf/quarterlyreports/Jul2011/LoresPDF/07Q2011SIGAR_lores.pdf ,Only at program level.
25,Transactions,31,US,DoD,2,,
26,Current status,31,US,DoD,2,,
27,Contact details,31,US,DoD,2,,
28,Project website,31,US,DoD,2,,
29,Impact appraisal,31,US,DoD,2,,
30,Objectives,31,US,DoD,2,,
31,Beneficiaries,31,US,DoD,2,,
32,Conditions,31,US,DoD,2,,
33,Budget docs,31,US,DoD,2,,
34,Tender docs,31,US,DoD,4,https://www.fbo.gov/ ,
35,Contract docs,31,US,DoD,2,,
36,MoU / agreement,31,US,DoD,2,,
37,Project design docs,31,US,DoD,2,,
1,FOIA,32,US,State,1,,
2,IATI,32,US,State,0.5,,
3,Allocation policy,32,US,State,2,,
4,Procurement policy,32,US,State,4,http://www.state.gov/m/a/sdbu/pubs/c13313.htm,
5,Organisation budget,32,US,State,1,,
6,Forward budget,32,US,State,1,,
7,Audit,32,US,State,4,http://oig.state.gov/documents/organization/157927.pdf,
8,Country strategy,32,US,State,4,http://www.state.gov/documents/organization/135728.pdf,
9,Country forward budget,32,US,State,1,,
10,Evaluation,32,US,State,3,http://oig.state.gov/documents/organization/157927.pdf,
11,Results,32,US,State,3,http://www.state.gov/documents/organization/159227.pdf,
12,Project Implementer,32,US,State,2,,
13,Collaboration type,32,US,State,2,,
14,Flow type: ODA / OOF,32,US,State,2,,
15,Project / budget support,32,US,State,2,,
16,Grant / loan,32,US,State,2,,
17,Unique ID,32,US,State,2,,
18,Project Title,32,US,State,3,http://www.state.gov/p/inl/narc/c27187.htm#counternarcotics,
19,Description,32,US,State,3,http://www.state.gov/p/inl/narc/c27187.htm#counternarcotics,
20,Sectors,32,US,State,2,,
21,Planned dates,32,US,State,2,,
22,Actual dates,32,US,State,2,,
23,Tied aid status,32,US,State,2,,
24,Overall cost,32,US,State,3,http://www.state.gov/s/d/rm/rls/statecbj/2012/index.htm,
25,Transactions,32,US,State,2,,
26,Current status,32,US,State,2,,
27,Contact details,32,US,State,2,,
28,Project website,32,US,State,2,,
29,Impact appraisal,32,US,State,2,,
30,Objectives,32,US,State,3,http://www.state.gov/p/inl/narc/c27187.htm#counternarcotics,
31,Beneficiaries,32,US,State,2,,
32,Conditions,32,US,State,2,,
33,Budget docs,32,US,State,2,,
34,Tender docs,32,US,State,4,https://www.fbo.gov,
35,Contract docs,32,US,State,2,,
36,MoU / agreement,32,US,State,2,,
37,Project design docs,32,US,State,2,,
1,FOIA,33,US,Treasury,1,,
2,IATI,33,US,Treasury,0.5,,
3,Allocation policy,33,US,Treasury,3,"http://www.treasury.gov/about/organizational-structure/offices/Documents/FY2012CPD508.pdf****http://treasuryota.us/index.php?option=com_content&task=view&id=1&Itemid=1 
",There is a strategy document but is very short and is out of date.
4,Procurement policy,33,US,Treasury,3,http://treasuryota.us/index.php?option=com_content&task=view&id=28&Itemid=69,Not clear where they are located on the page provided.
5,Organisation budget,33,US,Treasury,1,,
6,Forward budget,33,US,Treasury,1,,
7,Audit,33,US,Treasury,3,http://www.treasury.gov/about/organizational-structure/ig/Documents/oig11031.pdf,
8,Country strategy,33,US,Treasury,1,,
9,Country forward budget,33,US,Treasury,1,,
10,Evaluation,33,US,Treasury,2,,
11,Results,33,US,Treasury,2,,
12,Project Implementer,33,US,Treasury,3,http://treasuryota.us/other/brochure2011.pdf,
13,Collaboration type,33,US,Treasury,2,,
14,Flow type: ODA / OOF,33,US,Treasury,2,,
15,Project / budget support,33,US,Treasury,2,,
16,Grant / loan,33,US,Treasury,2,,
17,Unique ID,33,US,Treasury,2,,
18,Project Title,33,US,Treasury,4,http://treasuryota.us/other/brochure2011.pdf,Only overall program title.
19,Description,33,US,Treasury,4,http://treasuryota.us/other/brochure2011.pdf,Some activities listed under program name.
20,Sectors,33,US,Treasury,2,,
21,Planned dates,33,US,Treasury,2,,
22,Actual dates,33,US,Treasury,2,,
23,Tied aid status,33,US,Treasury,2,,
24,Overall cost,33,US,Treasury,2,,
25,Transactions,33,US,Treasury,2,,
26,Current status,33,US,Treasury,2,,
27,Contact details,33,US,Treasury,2,,
28,Project website,33,US,Treasury,2,,
29,Impact appraisal,33,US,Treasury,2,,
30,Objectives,33,US,Treasury,2,,
31,Beneficiaries,33,US,Treasury,2,,
32,Conditions,33,US,Treasury,2,,
33,Budget docs,33,US,Treasury,2,,
34,Tender docs,33,US,Treasury,4,https://www.fbo.gov,
35,Contract docs,33,US,Treasury,2,,
36,MoU / agreement,33,US,Treasury,2,,
37,Project design docs,33,US,Treasury,2,,
1,FOIA,34,World Bank,IDA,1,,
2,IATI,34,World Bank,IDA,2,,
3,Allocation policy,34,World Bank,IDA,4,http://go.worldbank.org/63DY8HX2R0,
4,Procurement policy,34,World Bank,IDA,4,http://go.worldbank.org/63DY8HX2R0,
5,Organisation budget,34,World Bank,IDA,2,,
6,Forward budget,34,World Bank,IDA,2,,
7,Audit,34,World Bank,IDA,1,,
8,Country strategy,34,World Bank,IDA,4,http://go.worldbank.org/63DY8HX2R0,
9,Country forward budget,34,World Bank,IDA,3,http://go.worldbank.org/DSOLBF4US0 ,
10,Evaluation,34,World Bank,IDA,4,http://go.worldbank.org/OGLAQ9J9M0*****http://web.worldbank.org/external/projects/main?Projectid=P105124&theSitePK=40941&piPK=64302789&pagePK=64330676&menuPK=64282137&Type=Implementation ,
11,Results,34,World Bank,IDA,4,http://go.worldbank.org/OGLAQ9J9M0*****http://web.worldbank.org/external/projects/main?Projectid=P105124&theSitePK=40941&piPK=64302789&pagePK=64330676&menuPK=64282137&Type=Implementation ,
12,Project Implementer,34,World Bank,IDA,4,http://www.worldbank.org.in/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=295584&menuPK=295616&Projectid=P124639*****http://siteresources.worldbank.org/INTSOPE/Resources/5929468-1305310586289/WB_IN.xml ,
13,Collaboration type,34,World Bank,IDA,4,http://www.worldbank.org.in/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=295584&menuPK=295616&Projectid=P124639*****http://siteresources.worldbank.org/INTSOPE/Resources/5929468-1305310586289/WB_IN.xml ,
14,Flow type: ODA / OOF,34,World Bank,IDA,4,http://www.worldbank.org.in/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=295584&menuPK=295616&Projectid=P124639*****http://siteresources.worldbank.org/INTSOPE/Resources/5929468-1305310586289/WB_IN.xml ,
15,Project / budget support,34,World Bank,IDA,4,http://www.worldbank.org.in/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=295584&menuPK=295616&Projectid=P124639*****http://siteresources.worldbank.org/INTSOPE/Resources/5929468-1305310586289/WB_IN.xml ,
16,Grant / loan,34,World Bank,IDA,4,http://www.worldbank.org.in/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=295584&menuPK=295616&Projectid=P124639*****http://siteresources.worldbank.org/INTSOPE/Resources/5929468-1305310586289/WB_IN.xml ,
17,Unique ID,34,World Bank,IDA,4,http://www.worldbank.org.in/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=295584&menuPK=295616&Projectid=P124639*****http://siteresources.worldbank.org/INTSOPE/Resources/5929468-1305310586289/WB_IN.xml ,
18,Project Title,34,World Bank,IDA,4,http://www.worldbank.org.in/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=295584&menuPK=295616&Projectid=P124639*****http://siteresources.worldbank.org/INTSOPE/Resources/5929468-1305310586289/WB_IN.xml ,
19,Description,34,World Bank,IDA,4,http://www.worldbank.org.in/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=295584&menuPK=295616&Projectid=P124639*****http://siteresources.worldbank.org/INTSOPE/Resources/5929468-1305310586289/WB_IN.xml ,
20,Sectors,34,World Bank,IDA,4,http://www.worldbank.org.in/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=295584&menuPK=295616&Projectid=P124639*****http://siteresources.worldbank.org/INTSOPE/Resources/5929468-1305310586289/WB_IN.xml ,
21,Planned dates,34,World Bank,IDA,4,http://www.worldbank.org.in/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=295584&menuPK=295616&Projectid=P124639*****http://siteresources.worldbank.org/INTSOPE/Resources/5929468-1305310586289/WB_IN.xml ,
22,Actual dates,34,World Bank,IDA,4,http://www.worldbank.org.in/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=295584&menuPK=295616&Projectid=P124639,
23,Tied aid status,34,World Bank,IDA,4,http://siteresources.worldbank.org/INTSOPE/Resources/5929468-1305310586289/WB_IN.xml ,
24,Overall cost,34,World Bank,IDA,4,http://www.worldbank.org.in/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=295584&menuPK=295616&Projectid=P124639*****http://siteresources.worldbank.org/INTSOPE/Resources/5929468-1305310586289/WB_IN.xml ,
25,Transactions,34,World Bank,IDA,4,http://www.worldbank.org.in/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=295584&menuPK=295616&Projectid=P124639*****http://siteresources.worldbank.org/INTSOPE/Resources/5929468-1305310586289/WB_IN.xml ,
26,Current status,34,World Bank,IDA,4,http://www.worldbank.org.in/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=295584&menuPK=295616&Projectid=P124639*****http://siteresources.worldbank.org/INTSOPE/Resources/5929468-1305310586289/WB_IN.xml ,
27,Contact details,34,World Bank,IDA,4,http://www.worldbank.org.in/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=295584&menuPK=295616&Projectid=P124639*****http://siteresources.worldbank.org/INTSOPE/Resources/5929468-1305310586289/WB_IN.xml ,
28,Project website,34,World Bank,IDA,4,http://www.worldbank.org.in/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=295584&menuPK=295616&Projectid=P124639*****http://siteresources.worldbank.org/INTSOPE/Resources/5929468-1305310586289/WB_IN.xml ,
29,Impact appraisal,34,World Bank,IDA,4,http://web.worldbank.org/external/projects/main?Projectid=P105124&theSitePK=40941&piPK=64302789&pagePK=64330676&menuPK=64282137&Type=Implementation*****http://www.worldbank.org.in/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=295584&menuPK=295616&Projectid=P124639,
30,Objectives,34,World Bank,IDA,4,http://www.worldbank.org.in/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=295584&menuPK=295616&Projectid=P124639,
